education,skills,sector_interest,location,category,district_type,prev_internship,internship_id,required_skills,internship_sector,internship_location,skill_overlap,sector_match,location_score,social_weight,edu_level,label
Bachelor's,"[""Machine Learning"", ""Cybersecurity"", ""SQL"", ""Android Dev""]",tech,Bhopal,ST,Semi-Urban,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,0.85,3,0
Bachelor's,"[""Machine Learning"", ""Cybersecurity"", ""SQL"", ""Android Dev""]",tech,Bhopal,ST,Semi-Urban,0,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.85,3,0
Bachelor's,"[""Machine Learning"", ""Cybersecurity"", ""SQL"", ""Android Dev""]",tech,Bhopal,ST,Semi-Urban,0,INT-034,"[""Excel"", ""Tally"", ""Taxation""]",finance,Chennai,0.0,0,0.3,0.85,3,0
Bachelor's,"[""Machine Learning"", ""Cybersecurity"", ""SQL"", ""Android Dev""]",tech,Bhopal,ST,Semi-Urban,0,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,0,1.0,0.85,3,0
Bachelor's,"[""Machine Learning"", ""Cybersecurity"", ""SQL"", ""Android Dev""]",tech,Bhopal,ST,Semi-Urban,0,INT-040,"[""Report Writing"", ""Policy Analysis"", ""Survey Methods"", ""GIS Mapping""]",govt,Mumbai,0.0,0,0.3,0.85,3,0
Diploma,"[""Content Writing"", ""Photography"", ""Copywriting"", ""Machine Learning""]",media,Jaipur,SC,Semi-Urban,0,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.5,1,0.3,0.85,2,1
Diploma,"[""Content Writing"", ""Photography"", ""Copywriting"", ""Machine Learning""]",media,Jaipur,SC,Semi-Urban,0,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.5,0,0.3,0.85,2,0
Diploma,"[""Content Writing"", ""Photography"", ""Copywriting"", ""Machine Learning""]",media,Jaipur,SC,Semi-Urban,0,INT-014,"[""Audit"", ""Financial Modeling"", ""Tally"", ""Taxation""]",finance,Pune,0.0,0,0.3,0.85,2,0
Diploma,"[""Content Writing"", ""Photography"", ""Copywriting"", ""Machine Learning""]",media,Jaipur,SC,Semi-Urban,0,INT-050,"[""Risk Analysis"", ""Tally"", ""Taxation"", ""Excel""]",finance,Delhi,0.0,0,0.3,0.85,2,0
Diploma,"[""Content Writing"", ""Photography"", ""Copywriting"", ""Machine Learning""]",media,Jaipur,SC,Semi-Urban,0,INT-033,"[""Cloud"", ""Machine Learning"", ""Web Dev""]",tech,Chennai,0.3333333333333333,0,0.3,0.85,2,0
Diploma,"[""Content Writing"", ""Photography"", ""Copywriting"", ""Machine Learning""]",media,Jaipur,SC,Semi-Urban,0,INT-040,"[""Report Writing"", ""Policy Analysis"", ""Survey Methods"", ""GIS Mapping""]",govt,Mumbai,0.0,0,0.3,0.85,2,0
Diploma,"[""Content Writing"", ""Photography"", ""Copywriting"", ""Machine Learning""]",media,Jaipur,SC,Semi-Urban,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,0.85,2,0
Diploma,"[""Content Writing"", ""Photography"", ""Copywriting"", ""Machine Learning""]",media,Jaipur,SC,Semi-Urban,0,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.85,2,0
Diploma,"[""IP Law"", ""Case Analysis"", ""Compliance"", ""Medical Research"", ""Financial Modeling"", ""Photography""]",legal,Lucknow,SC,Rural,1,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,0.3,1.0,2,0
Diploma,"[""IP Law"", ""Case Analysis"", ""Compliance"", ""Medical Research"", ""Financial Modeling"", ""Photography""]",legal,Lucknow,SC,Rural,1,INT-047,"[""Risk Analysis"", ""Tally"", ""Audit""]",finance,Lucknow,0.0,0,1.0,1.0,2,0
Diploma,"[""IP Law"", ""Case Analysis"", ""Compliance"", ""Medical Research"", ""Financial Modeling"", ""Photography""]",legal,Lucknow,SC,Rural,1,INT-050,"[""Risk Analysis"", ""Tally"", ""Taxation"", ""Excel""]",finance,Delhi,0.0,0,0.3,1.0,2,0
Diploma,"[""IP Law"", ""Case Analysis"", ""Compliance"", ""Medical Research"", ""Financial Modeling"", ""Photography""]",legal,Lucknow,SC,Rural,1,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,1.0,2,0
Diploma,"[""IP Law"", ""Case Analysis"", ""Compliance"", ""Medical Research"", ""Financial Modeling"", ""Photography""]",legal,Lucknow,SC,Rural,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,1.0,2,0
Diploma,"[""IP Law"", ""Case Analysis"", ""Compliance"", ""Medical Research"", ""Financial Modeling"", ""Photography""]",legal,Lucknow,SC,Rural,1,INT-017,"[""Machine Learning"", ""Data Analysis""]",tech,Remote,0.0,0,0.9,1.0,2,0
Diploma,"[""IP Law"", ""Case Analysis"", ""Compliance"", ""Medical Research"", ""Financial Modeling"", ""Photography""]",legal,Lucknow,SC,Rural,1,INT-040,"[""Report Writing"", ""Policy Analysis"", ""Survey Methods"", ""GIS Mapping""]",govt,Mumbai,0.0,0,0.3,1.0,2,0
Diploma,"[""IP Law"", ""Case Analysis"", ""Compliance"", ""Medical Research"", ""Financial Modeling"", ""Photography""]",legal,Lucknow,SC,Rural,1,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.3333333333333333,0,0.3,1.0,2,0
Diploma,"[""Risk Analysis"", ""Financial Modeling"", ""Excel"", ""Audit"", ""Copywriting""]",finance,Hyderabad,ST,Semi-Urban,1,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.85,2,0
Diploma,"[""Risk Analysis"", ""Financial Modeling"", ""Excel"", ""Audit"", ""Copywriting""]",finance,Hyderabad,ST,Semi-Urban,1,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.85,2,0
Diploma,"[""Risk Analysis"", ""Financial Modeling"", ""Excel"", ""Audit"", ""Copywriting""]",finance,Hyderabad,ST,Semi-Urban,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.3333333333333333,1,0.3,0.85,2,1
Diploma,"[""Risk Analysis"", ""Financial Modeling"", ""Excel"", ""Audit"", ""Copywriting""]",finance,Hyderabad,ST,Semi-Urban,1,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.5,0,0.3,0.85,2,1
Diploma,"[""Risk Analysis"", ""Financial Modeling"", ""Excel"", ""Audit"", ""Copywriting""]",finance,Hyderabad,ST,Semi-Urban,1,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.25,0,0.3,0.85,2,0
Diploma,"[""Risk Analysis"", ""Financial Modeling"", ""Excel"", ""Audit"", ""Copywriting""]",finance,Hyderabad,ST,Semi-Urban,1,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.0,0,0.3,0.85,2,0
Diploma,"[""Risk Analysis"", ""Financial Modeling"", ""Excel"", ""Audit"", ""Copywriting""]",finance,Hyderabad,ST,Semi-Urban,1,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.5,1,0.9,0.85,2,1
Diploma,"[""Risk Analysis"", ""Financial Modeling"", ""Excel"", ""Audit"", ""Copywriting""]",finance,Hyderabad,ST,Semi-Urban,1,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.0,0,1.0,0.85,2,0
Bachelor's,"[""Risk Analysis"", ""Audit""]",finance,Hyderabad,ST,Rural,1,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Risk Analysis"", ""Audit""]",finance,Hyderabad,ST,Rural,1,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,1,0.3,1.0,3,0
Bachelor's,"[""Risk Analysis"", ""Audit""]",finance,Hyderabad,ST,Rural,1,INT-014,"[""Audit"", ""Financial Modeling"", ""Tally"", ""Taxation""]",finance,Pune,0.25,1,0.3,1.0,3,1
Bachelor's,"[""Risk Analysis"", ""Audit""]",finance,Hyderabad,ST,Rural,1,INT-013,"[""Python"", ""Cloud""]",tech,Pune,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Risk Analysis"", ""Audit""]",finance,Hyderabad,ST,Rural,1,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Risk Analysis"", ""Audit""]",finance,Hyderabad,ST,Rural,1,INT-018,"[""GIS Mapping"", ""Community Outreach""]",govt,Bhopal,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Risk Analysis"", ""Audit""]",finance,Hyderabad,ST,Rural,1,INT-036,"[""Tally"", ""Taxation"", ""Financial Modeling""]",finance,Pune,0.0,1,0.3,1.0,3,0
Bachelor's,"[""Risk Analysis"", ""Audit""]",finance,Hyderabad,ST,Rural,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,1.0,3,0
High School,"[""Taxation"", ""Accounting"", ""Audit"", ""Case Analysis""]",finance,Chennai,General,Urban,1,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.0,0,0.3,0.45,1,0
High School,"[""Taxation"", ""Accounting"", ""Audit"", ""Case Analysis""]",finance,Chennai,General,Urban,1,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.0,0,1.0,0.45,1,0
High School,"[""Taxation"", ""Accounting"", ""Audit"", ""Case Analysis""]",finance,Chennai,General,Urban,1,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.3333333333333333,1,0.3,0.45,1,1
High School,"[""Taxation"", ""Accounting"", ""Audit"", ""Case Analysis""]",finance,Chennai,General,Urban,1,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,0.45,1,0
High School,"[""Taxation"", ""Accounting"", ""Audit"", ""Case Analysis""]",finance,Chennai,General,Urban,1,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,0.3,0.45,1,0
High School,"[""Taxation"", ""Accounting"", ""Audit"", ""Case Analysis""]",finance,Chennai,General,Urban,1,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.0,0,0.3,0.45,1,0
High School,"[""Taxation"", ""Accounting"", ""Audit"", ""Case Analysis""]",finance,Chennai,General,Urban,1,INT-001,"[""Legal Research"", ""Case Analysis""]",legal,Chennai,0.5,0,1.0,0.45,1,0
High School,"[""Taxation"", ""Accounting"", ""Audit"", ""Case Analysis""]",finance,Chennai,General,Urban,1,INT-036,"[""Tally"", ""Taxation"", ""Financial Modeling""]",finance,Pune,0.3333333333333333,1,0.3,0.45,1,1
Master's,"[""Tally"", ""Audit"", ""Financial Modeling"", ""Excel"", ""Risk Analysis"", ""Compliance"", ""Web Dev""]",finance,Mumbai,EWS,Urban,0,INT-012,"[""SEO"", ""Copywriting"", ""Photography""]",media,Chennai,0.0,0,0.3,0.55,4,0
Master's,"[""Tally"", ""Audit"", ""Financial Modeling"", ""Excel"", ""Risk Analysis"", ""Compliance"", ""Web Dev""]",finance,Mumbai,EWS,Urban,0,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.0,0,1.0,0.55,4,0
Master's,"[""Tally"", ""Audit"", ""Financial Modeling"", ""Excel"", ""Risk Analysis"", ""Compliance"", ""Web Dev""]",finance,Mumbai,EWS,Urban,0,INT-050,"[""Risk Analysis"", ""Tally"", ""Taxation"", ""Excel""]",finance,Delhi,0.75,1,0.3,0.55,4,1
Master's,"[""Tally"", ""Audit"", ""Financial Modeling"", ""Excel"", ""Risk Analysis"", ""Compliance"", ""Web Dev""]",finance,Mumbai,EWS,Urban,0,INT-003,"[""Machine Learning"", ""Web Dev""]",tech,Chennai,0.5,0,0.3,0.55,4,0
Master's,"[""Tally"", ""Audit"", ""Financial Modeling"", ""Excel"", ""Risk Analysis"", ""Compliance"", ""Web Dev""]",finance,Mumbai,EWS,Urban,0,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.75,1,0.9,0.55,4,1
Master's,"[""Tally"", ""Audit"", ""Financial Modeling"", ""Excel"", ""Risk Analysis"", ""Compliance"", ""Web Dev""]",finance,Mumbai,EWS,Urban,0,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.0,0,0.9,0.55,4,0
Master's,"[""Tally"", ""Audit"", ""Financial Modeling"", ""Excel"", ""Risk Analysis"", ""Compliance"", ""Web Dev""]",finance,Mumbai,EWS,Urban,0,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,0.0,0,1.0,0.55,4,0
Master's,"[""Tally"", ""Audit"", ""Financial Modeling"", ""Excel"", ""Risk Analysis"", ""Compliance"", ""Web Dev""]",finance,Mumbai,EWS,Urban,0,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.55,4,0
High School,"[""UI/UX"", ""Machine Learning"", ""Cloud"", ""Data Analysis"", ""Compliance"", ""Documentation"", ""Report Writing""]",tech,Jaipur,OBC,Rural,1,INT-018,"[""GIS Mapping"", ""Community Outreach""]",govt,Bhopal,0.0,0,0.3,0.9,1,0
High School,"[""UI/UX"", ""Machine Learning"", ""Cloud"", ""Data Analysis"", ""Compliance"", ""Documentation"", ""Report Writing""]",tech,Jaipur,OBC,Rural,1,INT-013,"[""Python"", ""Cloud""]",tech,Pune,0.5,1,0.3,0.9,1,1
High School,"[""UI/UX"", ""Machine Learning"", ""Cloud"", ""Data Analysis"", ""Compliance"", ""Documentation"", ""Report Writing""]",tech,Jaipur,OBC,Rural,1,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.9,1,0
High School,"[""UI/UX"", ""Machine Learning"", ""Cloud"", ""Data Analysis"", ""Compliance"", ""Documentation"", ""Report Writing""]",tech,Jaipur,OBC,Rural,1,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.25,0,0.3,0.9,1,0
High School,"[""UI/UX"", ""Machine Learning"", ""Cloud"", ""Data Analysis"", ""Compliance"", ""Documentation"", ""Report Writing""]",tech,Jaipur,OBC,Rural,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.9,1,0
High School,"[""UI/UX"", ""Machine Learning"", ""Cloud"", ""Data Analysis"", ""Compliance"", ""Documentation"", ""Report Writing""]",tech,Jaipur,OBC,Rural,1,INT-030,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Public Health""]",health,Bhopal,0.0,0,0.3,0.9,1,0
High School,"[""UI/UX"", ""Machine Learning"", ""Cloud"", ""Data Analysis"", ""Compliance"", ""Documentation"", ""Report Writing""]",tech,Jaipur,OBC,Rural,1,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.9,1,0
High School,"[""UI/UX"", ""Machine Learning"", ""Cloud"", ""Data Analysis"", ""Compliance"", ""Documentation"", ""Report Writing""]",tech,Jaipur,OBC,Rural,1,INT-017,"[""Machine Learning"", ""Data Analysis""]",tech,Remote,1.0,1,0.9,0.9,1,1
Diploma,"[""Labour Law"", ""Case Analysis"", ""Survey Methods"", ""Labour Law""]",legal,Chennai,OBC,Rural,1,INT-028,"[""Report Writing"", ""Survey Methods"", ""Community Outreach"", ""Policy Analysis""]",govt,Mumbai,0.25,0,0.3,0.9,2,0
Diploma,"[""Labour Law"", ""Case Analysis"", ""Survey Methods"", ""Labour Law""]",legal,Chennai,OBC,Rural,1,INT-033,"[""Cloud"", ""Machine Learning"", ""Web Dev""]",tech,Chennai,0.0,0,1.0,0.9,2,0
Diploma,"[""Labour Law"", ""Case Analysis"", ""Survey Methods"", ""Labour Law""]",legal,Chennai,OBC,Rural,1,INT-021,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.5,1,0.3,0.9,2,1
Diploma,"[""Labour Law"", ""Case Analysis"", ""Survey Methods"", ""Labour Law""]",legal,Chennai,OBC,Rural,1,INT-006,"[""Financial Modeling"", ""Accounting"", ""Taxation""]",finance,Mumbai,0.0,0,0.3,0.9,2,0
Diploma,"[""Labour Law"", ""Case Analysis"", ""Survey Methods"", ""Labour Law""]",legal,Chennai,OBC,Rural,1,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.0,0,0.9,0.9,2,0
Diploma,"[""Labour Law"", ""Case Analysis"", ""Survey Methods"", ""Labour Law""]",legal,Chennai,OBC,Rural,1,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.0,0,0.3,0.9,2,0
Diploma,"[""Labour Law"", ""Case Analysis"", ""Survey Methods"", ""Labour Law""]",legal,Chennai,OBC,Rural,1,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,0.9,2,0
Diploma,"[""Labour Law"", ""Case Analysis"", ""Survey Methods"", ""Labour Law""]",legal,Chennai,OBC,Rural,1,INT-012,"[""SEO"", ""Copywriting"", ""Photography""]",media,Chennai,0.0,0,1.0,0.9,2,0
Master's,"[""Taxation"", ""Accounting"", ""Excel"", ""Tally"", ""Social Media""]",finance,Kolkata,SC,Semi-Urban,0,INT-017,"[""Machine Learning"", ""Data Analysis""]",tech,Remote,0.0,0,0.9,0.85,4,0
Master's,"[""Taxation"", ""Accounting"", ""Excel"", ""Tally"", ""Social Media""]",finance,Kolkata,SC,Semi-Urban,0,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.85,4,0
Master's,"[""Taxation"", ""Accounting"", ""Excel"", ""Tally"", ""Social Media""]",finance,Kolkata,SC,Semi-Urban,0,INT-024,"[""Taxation"", ""Risk Analysis""]",finance,Mumbai,0.5,1,0.3,0.85,4,1
Master's,"[""Taxation"", ""Accounting"", ""Excel"", ""Tally"", ""Social Media""]",finance,Kolkata,SC,Semi-Urban,0,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,0.85,4,0
Master's,"[""Taxation"", ""Accounting"", ""Excel"", ""Tally"", ""Social Media""]",finance,Kolkata,SC,Semi-Urban,0,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.0,0,0.3,0.85,4,0
Master's,"[""Taxation"", ""Accounting"", ""Excel"", ""Tally"", ""Social Media""]",finance,Kolkata,SC,Semi-Urban,0,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.85,4,0
Master's,"[""Taxation"", ""Accounting"", ""Excel"", ""Tally"", ""Social Media""]",finance,Kolkata,SC,Semi-Urban,0,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.0,0,0.3,0.85,4,0
Master's,"[""Taxation"", ""Accounting"", ""Excel"", ""Tally"", ""Social Media""]",finance,Kolkata,SC,Semi-Urban,0,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.85,4,0
Bachelor's,"[""Social Media"", ""SEO"", ""Photography"", ""IoT"", ""Case Analysis""]",media,Kolkata,SC,Rural,0,INT-015,"[""Excel"", ""Financial Modeling"", ""Audit""]",finance,Lucknow,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Social Media"", ""SEO"", ""Photography"", ""IoT"", ""Case Analysis""]",media,Kolkata,SC,Rural,0,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Social Media"", ""SEO"", ""Photography"", ""IoT"", ""Case Analysis""]",media,Kolkata,SC,Rural,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Social Media"", ""SEO"", ""Photography"", ""IoT"", ""Case Analysis""]",media,Kolkata,SC,Rural,0,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.25,1,0.3,1.0,3,1
Bachelor's,"[""Social Media"", ""SEO"", ""Photography"", ""IoT"", ""Case Analysis""]",media,Kolkata,SC,Rural,0,INT-030,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Public Health""]",health,Bhopal,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Social Media"", ""SEO"", ""Photography"", ""IoT"", ""Case Analysis""]",media,Kolkata,SC,Rural,0,INT-039,"[""Survey Methods"", ""Policy Analysis"", ""Documentation"", ""Community Outreach""]",govt,Delhi,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Social Media"", ""SEO"", ""Photography"", ""IoT"", ""Case Analysis""]",media,Kolkata,SC,Rural,0,INT-024,"[""Taxation"", ""Risk Analysis""]",finance,Mumbai,0.0,0,0.3,1.0,3,0
Bachelor's,"[""Social Media"", ""SEO"", ""Photography"", ""IoT"", ""Case Analysis""]",media,Kolkata,SC,Rural,0,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.5,1,0.3,1.0,3,1
PhD,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Case Analysis"", ""Legal Research"", ""Report Writing"", ""Public Health"", ""SQL""]",legal,Bhopal,General,Urban,0,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.0,0,0.3,0.45,5,0
PhD,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Case Analysis"", ""Legal Research"", ""Report Writing"", ""Public Health"", ""SQL""]",legal,Bhopal,General,Urban,0,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.0,0,0.3,0.45,5,0
PhD,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Case Analysis"", ""Legal Research"", ""Report Writing"", ""Public Health"", ""SQL""]",legal,Bhopal,General,Urban,0,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.0,0,0.3,0.45,5,0
PhD,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Case Analysis"", ""Legal Research"", ""Report Writing"", ""Public Health"", ""SQL""]",legal,Bhopal,General,Urban,0,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,1.0,1,0.3,0.45,5,1
PhD,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Case Analysis"", ""Legal Research"", ""Report Writing"", ""Public Health"", ""SQL""]",legal,Bhopal,General,Urban,0,INT-021,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,1.0,1,0.3,0.45,5,1
PhD,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Case Analysis"", ""Legal Research"", ""Report Writing"", ""Public Health"", ""SQL""]",legal,Bhopal,General,Urban,0,INT-034,"[""Excel"", ""Tally"", ""Taxation""]",finance,Chennai,0.0,0,0.3,0.45,5,0
PhD,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Case Analysis"", ""Legal Research"", ""Report Writing"", ""Public Health"", ""SQL""]",legal,Bhopal,General,Urban,0,INT-029,"[""Accounting"", ""Equity Research""]",finance,Hyderabad,0.0,0,0.3,0.45,5,0
PhD,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Case Analysis"", ""Legal Research"", ""Report Writing"", ""Public Health"", ""SQL""]",legal,Bhopal,General,Urban,0,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,1.0,1,0.3,0.45,5,1
Diploma,"[""Legal Research"", ""IP Law"", ""Compliance"", ""Labour Law"", ""Contract Drafting"", ""Policy Analysis""]",legal,Pune,ST,Rural,0,INT-036,"[""Tally"", ""Taxation"", ""Financial Modeling""]",finance,Pune,0.0,0,1.0,1.0,2,0
Diploma,"[""Legal Research"", ""IP Law"", ""Compliance"", ""Labour Law"", ""Contract Drafting"", ""Policy Analysis""]",legal,Pune,ST,Rural,0,INT-030,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Public Health""]",health,Bhopal,0.0,0,0.3,1.0,2,0
Diploma,"[""Legal Research"", ""IP Law"", ""Compliance"", ""Labour Law"", ""Contract Drafting"", ""Policy Analysis""]",legal,Pune,ST,Rural,0,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,0.3,1.0,2,0
Diploma,"[""Legal Research"", ""IP Law"", ""Compliance"", ""Labour Law"", ""Contract Drafting"", ""Policy Analysis""]",legal,Pune,ST,Rural,0,INT-020,"[""Legal Research"", ""Case Analysis"", ""Compliance""]",legal,Bangalore,0.6666666666666666,1,0.3,1.0,2,1
Diploma,"[""Legal Research"", ""IP Law"", ""Compliance"", ""Labour Law"", ""Contract Drafting"", ""Policy Analysis""]",legal,Pune,ST,Rural,0,INT-002,"[""Labour Law"", ""IP Law""]",legal,Mumbai,1.0,1,0.3,1.0,2,1
Diploma,"[""Legal Research"", ""IP Law"", ""Compliance"", ""Labour Law"", ""Contract Drafting"", ""Policy Analysis""]",legal,Pune,ST,Rural,0,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.0,0,0.9,1.0,2,0
Diploma,"[""Legal Research"", ""IP Law"", ""Compliance"", ""Labour Law"", ""Contract Drafting"", ""Policy Analysis""]",legal,Pune,ST,Rural,0,INT-017,"[""Machine Learning"", ""Data Analysis""]",tech,Remote,0.0,0,0.9,1.0,2,0
Diploma,"[""Legal Research"", ""IP Law"", ""Compliance"", ""Labour Law"", ""Contract Drafting"", ""Policy Analysis""]",legal,Pune,ST,Rural,0,INT-001,"[""Legal Research"", ""Case Analysis""]",legal,Chennai,0.5,1,0.3,1.0,2,1
Diploma,"[""Legal Research"", ""Compliance"", ""SQL"", ""Documentation""]",legal,Delhi,General,Semi-Urban,0,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.6,2,0
Diploma,"[""Legal Research"", ""Compliance"", ""SQL"", ""Documentation""]",legal,Delhi,General,Semi-Urban,0,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.0,0,0.3,0.6,2,0
Diploma,"[""Legal Research"", ""Compliance"", ""SQL"", ""Documentation""]",legal,Delhi,General,Semi-Urban,0,INT-012,"[""SEO"", ""Copywriting"", ""Photography""]",media,Chennai,0.0,0,0.3,0.6,2,0
Diploma,"[""Legal Research"", ""Compliance"", ""SQL"", ""Documentation""]",legal,Delhi,General,Semi-Urban,0,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.0,0,0.3,0.6,2,0
Diploma,"[""Legal Research"", ""Compliance"", ""SQL"", ""Documentation""]",legal,Delhi,General,Semi-Urban,0,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.6,2,0
